Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng
33 m²,"6,5 tỷ",4 m,,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Ngõ 72, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",03/05/2024
40 m²,"8,9 tỷ",7 m,,,,6 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Tây Sơn,"Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",03/05/2024
124 m²,30 triệu/m²,,,,,,3 phòng,2 phòng,,,Hà Nội,Thanh Trì,Căn hộ chung cư tại Tứ Hiệp Plaza,"Dự án Tứ Hiệp Plaza, Xã Tứ Hiệp, Thanh Trì, Hà Nội",03/05/2024
91 m²,Thỏa thuận,"4,5 m",6 m,,,4 tầng,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại phố Chùa Bộc,"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",03/05/2024
70 m²,26 tỷ,,,,,5 tầng,,,,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Nam Ngư,"Phố Nam Ngư, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",03/05/2024
41 m²,Thỏa thuận,,,,,6 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
50 m²,"4,05 tỷ",5 m,,Đông - Nam,,1 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",03/05/2024
81 m²,135 triệu/m²,,,Bắc,Tây - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại The Gloria by Silk Path,"The Gloria by Silk Path, Số 8, Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024
111 m²,20 tỷ,,,,,8 tầng,19 phòng,,Sổ đỏ,"Nội thất đầy đủ mỗi phòng đều có điều hoà, giường, tủ, bếp...",Hà Nội,Đống Đa,Nhà riêng tại phố Hào Nam,"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
100 m²,Thỏa thuận,,,Đông - Nam,,,3 phòng,2 phòng,,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại C37 Bộ Công An - Bắc Hà Tower,"C37 Bộ Công An - Bắc Hà Tower, 17, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",25/04/2024
32 m²,"4,5 tỷ","4,1 m",,,,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Bằng Liệt,"Ngõ 123, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
50 m²,"7,5 tỷ","4,5 m",2 m,Đông - Nam,Đông - Nam,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Tứ Liên,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",03/05/2024
66 m²,"1,99 tỷ",,,Đông - Nam,Tây - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,"Nội thất liền tường đầy đủ: Trần, sàn gỗ, tủ bếp, bếp từ, điều hòa, hút mùi, tủ đồ đầy đủ.",Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024
50 m²,"10,5 tỷ","3,8 m",20 m,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Đền Lừ,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",03/05/2024
60 m²,"8,7 tỷ","4,3 m",18 m,,,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường 21B,"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",03/05/2024
"98,5 m²","2,99 tỷ",,,,,,3 phòng,2 phòng,,"Gia đình để lại toàn bộ nôị thất, đồ điện tử (điều hoà, bình nóng lạnh, 1 bếp từ, sofa, tủ quần áo, máy giặt).",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Dream Town,"Dự án Dream Town, đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024
35 m²,"3,85 tỷ",,,,,5 tầng,3 phòng,4 phòng,Sổ đỏ,Cơ bản.,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",03/05/2024
54 m²,"8,5 tỷ",,,,,5 tầng,4 phòng,4 phòng,Sổ đỏ.,,Hà Nội,Long Biên,Nhà riêng tại phố Sài Đồng,"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",03/05/2024
63 m²,"2,8 tỷ",,,Đông - Nam,Tây - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ Nhà được trang bị đầy đủ nội thất.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Xuân Phương Residence,"Dự án Xuân Phương Residence, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",03/05/2024
38 m²,"5,5 tỷ",,,,,5 tầng,,,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Kim Mã Thượng,"Phố Kim Mã Thượng, Phường Cống Vị, Ba Đình, Hà Nội",03/05/2024
63 m²,"2,8 tỷ",,,Đông - Nam,Tây - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ Nhà được trang bị đầy đủ nội thất.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Xuân Phương Residence,"Dự án Xuân Phương Residence, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",03/05/2024
38 m²,"5,5 tỷ",,,,,5 tầng,,,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Kim Mã Thượng,"Phố Kim Mã Thượng, Phường Cống Vị, Ba Đình, Hà Nội",03/05/2024
45 m²,"7,65 tỷ",,,,,5 tầng,3 phòng,5 phòng,Sổ đỏ,,Hà Nội,Đống Đa,Nhà riêng tại đường Đặng Tiến Đông,"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024
90 m²,"5,3 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Căn hộ chung cư tại Hòa Bình Green Apartment,"Hòa Bình Green Apartment, 376, Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",03/05/2024
37 m²,"4,45 tỷ",,,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân La,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",28/04/2024
30 m²,"3,95 tỷ",,,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà riêng tại đường Đặng Tiến Đông,"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội",28/04/2024
30 m²,"3,7 tỷ","4,2 m",,,,,,,,,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Trung Liệt, Đống Đa, Hà Nội",28/04/2024
43 m²,"7,9 tỷ","4,8 m","3,5 m",,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Kim Mã,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",30/04/2024
30 m²,"3,85 tỷ","5,2 m",,,,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Xã Đàn,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",28/04/2024
65 m²,"17,5 tỷ","4,2 m",8 m,,,8 tầng,13 phòng,14 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024
55 m²,"6,5 tỷ",,,,,4 tầng,3 phòng,3 phòng,Sổ đỏ,,Hà Nội,Tây Hồ,Nhà riêng tại đường An Dương Vương,"Ngõ 373, Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",25/04/2024
35 m²,"5,5 tỷ",4 m,,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Bồ Đề,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024
32 m²,"3,35 tỷ","3,6 m",,,,5 tầng,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Quang Trung,"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024
70 m²,16 tỷ,,,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Đặng Văn Ngữ,"Đường Đặng Văn Ngữ, Phường Trung Tự, Đống Đa, Hà Nội",03/05/2024
115 m²,37 tỷ,25 m,50 m,,,5 tầng,5 phòng,5 phòng,Sổ đỏ,Đầy đủ.,Hà Nội,Hà Đông,Nhà mặt phố tại Khu đô thị mới Văn Quán,"Dự án KĐT Văn Quán, Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",03/05/2024
82 m²,"23,5 tỷ",6 m,12 m,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Tô Hiệu,"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",03/05/2024
2.500 m²,87 tỷ,26 m,10 m,Đông - Nam,Tây - Nam,4 tầng,10 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ Nội thất sang trọng.,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024
60 m²,"2,45 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị Đền Lừ I,"Dự án Đền Lừ I, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",03/05/2024
76 m²,"2,56 tỷ",,,,,,3 phòng,,,Đầy đủ,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HH1 Linh Đàm,"Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
55 m²,31 tỷ,"3,2 m",,,,5 tầng,,,Sổ đỏ,,Hà Nội,Đống Đa,Nhà mặt phố tại phố Xã Đàn,"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",03/05/2024
62 m²,"2,25 tỷ",,,Đông - Nam,Đông,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại CT1 Yên Nghĩa,"Dự án CT1 Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024
60 m²,"2,6 tỷ",,,,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Đống Đa,Căn hộ chung cư tại đường Lý Văn Phúc,"Đường Lý Văn Phúc, Phường Hàng Bột, Đống Đa, Hà Nội",03/05/2024
115 m²,"26,9 tỷ",,,,,9 tầng,30 phòng,30 phòng,Sổ đỏ/ Sổ hồng,Full nội thất.,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường Phương Liệt, Thanh Xuân, Hà Nội",03/05/2024
50 m²,"4,25 tỷ",,,,,2 tầng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Căn hộ chung cư tại phố Hai Bà Trưng,"Phố Hai Bà Trưng, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",03/05/2024
60 m²,"10,9 tỷ","4,5 m",,,,4 tầng,4 phòng,40 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàng Mai,Nhà mặt phố tại phường Tương Mai,"Phường Tương Mai, Hoàng Mai, Hà Nội",03/05/2024
130 m²,47 tỷ,"6,5 m",35 m,,,5 tầng,14 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại phố Chùa Láng,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",10/04/2024
35 m²,"7,1 tỷ","3,6 m",6 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",30/04/2024
65 m²,24 tỷ,4 m,20 m,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại phố Chùa Láng,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",30/04/2024
120 m²,69 tỷ,,60 m,,,10 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Tân Mai,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",03/05/2024
45 m²,"10,5 tỷ",5 m,6 m,,,6 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",01/05/2024
46 m²,"7,8 tỷ","3,5 m","3,5 m",,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",01/05/2024
35 m²,"7,5 tỷ",5 m,"3,5 m",,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",01/05/2024
80 m²,"19,8 tỷ",6 m,6 m,,,4 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà riêng tại đường Hoàng Như Tiếp,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Long Biên, Hà Nội",02/05/2024
30 m²,"7,98 tỷ","3,5 m",40 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024
67 m²,2 tỷ,,,,Đông - Nam,,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HH1 Linh Đàm,"Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
58 m²,"17,4 tỷ",,,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngọc Lâm,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",03/05/2024
23 m²,"2,98 tỷ",11 m,"4,5 m",Tây - Bắc,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Thanh Nhàn,"Số 64, Trại Găm, Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",03/05/2024
104 m²,80 tỷ,16 m,10 m,,,1 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Quán Sứ,"Phố Quán Sứ, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",03/05/2024
"81,3 m²",Thỏa thuận,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Lumi Hanoi,"Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024
72 m²,"3,5 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Sky Central,"Sky Central, 176, Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",03/05/2024
36 m²,"6,5 tỷ",4 m,4 m,,,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024
52 m²,"10,8 tỷ","3,8 m",3 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trần Duy Hưng,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
30 m²,"4,85 tỷ","3,7 m",3 m,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Chính Kinh,"Phố Chính Kinh, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
50 m²,"5,85 tỷ",,,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường An Dương Vương,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024
33 m²,"5,8 tỷ",,,,,6 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Xuân Đỉnh,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",28/04/2024
50 m²,7 tỷ,4 m,7 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
35 m²,20 tỷ,,,,,5 tầng,4 phòng,5 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà mặt phố tại phố Kim Mã,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",03/05/2024
50 m²,"11,8 tỷ",5 m,,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Ngõ 89, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024
40 m²,"8,5 tỷ",,,,,5 tầng,4 phòng,4 phòng,,,Hà Nội,Long Biên,Nhà riêng tại phố Kẻ Tạnh,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",03/05/2024
98 m²,"12,8 tỷ",5 m,5 m,,,6 tầng,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Bát Khối,"Ngõ 331, Đường Bát Khối, Phường Long Biên, Long Biên, Hà Nội",03/05/2024
71 m²,"26,8 tỷ",,,,,6 tầng,,,Sổ đỏ nở hậu đẹp,,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",03/05/2024
136 m²,105 tỷ,,,,,9 tầng,4 phòng,,SỔ ĐỎ CHÍNH CHỦ NỞ HẬU,,Hà Nội,Đống Đa,Nhà mặt phố tại phố Tôn Đức Thắng,"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",03/05/2024
25 m²,"3,65 tỷ",5 m,"3,5 m",,,4 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",03/05/2024
95 m²,"5,1 tỷ",,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024
88 m²,24 tỷ,"6,3 m",,,,,,,Sổ đỏ.,,Hà Nội,Long Biên,Nhà mặt phố tại phố Hồng Tiến,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024
30 m²,"4,15 tỷ",,,,,4 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Giáp Nhị,"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",03/05/2024
75 m²,"4,2 tỷ",,,Tây - Bắc,Tây - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Chung cư Ban cơ yếu Chính phủ,"Chung cư Ban cơ yếu Chính phủ, 43, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
83 m²,14 tỷ,5 m,,,,1 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Ngõ 279, Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội",18/04/2024
42 m²,"6,2 tỷ","4,5 m",3 m,Đông - Bắc,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Trì,Nhà riêng tại xã Tứ Hiệp,"Xã Tứ Hiệp, Thanh Trì, Hà Nội",02/05/2024
60 m²,15 tỷ,10 m,,,,2 tầng,,,Sổ đỏ,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
50 m²,"3,45 tỷ","3,4 m",,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Nhà riêng tại xã Ngọc Hồi,"Xã Ngọc Hồi, Thanh Trì, Hà Nội",02/05/2024
60 m²,"2,4 tỷ",,,,,,2 phòng,1 phòng,,,Hà Nội,Hoàng Mai,Căn hộ chung cư tại phường Tân Mai,"Phường Tân Mai, Hoàng Mai, Hà Nội",28/04/2024
136 m²,60 tỷ,,,,,,,,,,Hà Nội,Cầu Giấy,Nhà mặt phố tại phố Trung Hòa,"Phố Trung Hòa, Phường Trung Hòa, Cầu Giấy, Hà Nội.",03/05/2024
142 m²,45 tỷ,"6,6 m",,,,5 tầng,,,,,Hà Nội,Nam Từ Liêm,Nhà mặt phố tại đường Đỗ Đình Thiện,"Đường Đỗ Đình Thiện, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",03/05/2024
88 m²,"4,8 tỷ",,,Bắc,Nam,,3 phòng,2 phòng,,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Green Pearl 378 Minh Khai,"Dự án Green Pearl 378 Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024
"74,1 m²","5,1 tỷ",,,Tây - Bắc,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Green Pearl 378 Minh Khai,"Dự án Green Pearl 378 Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024
76 m²,"4,2 tỷ",,,Nam,Bắc,,2 phòng,2 phòng,Sổ hồng lâu dài.,Full.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HUD3 Nguyễn Đức Cảnh,"HUD3 Nguyễn Đức Cảnh, 60, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",28/04/2024
58 m²,"26,2 tỷ","4,5 m",,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Phong Sắc,"Đường Nguyễn Phong Sắc, Phường Trung Hòa, Cầu Giấy, Hà Nội",30/04/2024
106 m²,Thỏa thuận,,,Đông - Bắc,Đông - Nam,,3 phòng,2 phòng,,,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",03/05/2024
77 m²,"4,2 tỷ",,,,Đông - Nam,,2 phòng,2 phòng,Sổ hồng.,Full nội thất cục xịn.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu nhà ở Quân đội K35 Tân Mai,"Dự án K35 Tân Mai, Đường Tân Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",28/04/2024
87 m²,"4,55 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024
"55,7 m²","3,26 tỷ",,,Tây - Bắc,Tây - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Chung cư 536A Minh Khai,"Dự án Chung cư 536A Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024
50 m²,"11,9 tỷ",5 m,8 m,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Ngõ 89, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",03/05/2024
