Quận,Loại nhà,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet,Loại Nhà (mã hóa),Quận (mã hóa),Khoảng giá,Mức giá (triệu/m²)
Hà Đông,Căn hộ chung cư,51.0,2.2,2,1,0,9,1,43.13725490196079
Cầu Giấy,Nhà riêng,48.0,12.3,4,4,2,3,2,256.25
Hai Bà Trưng,Nhà riêng,50.0,9.5,6,5,2,5,1,190.0
Đống Đa,Nhà mặt phố,42.0,32.0,4,5,1,24,2,761.9047619047619
Thanh Xuân,Nhà riêng,35.0,5.0,4,4,2,18,1,142.85714285714286
Nam Từ Liêm,Căn hộ chung cư,64.0,3.5,2,2,0,12,1,54.6875
Hoàng Mai,Nhà riêng,40.0,5.35,4,2,2,8,1,133.75
Hà Đông,Căn hộ chung cư,78.0,4.3,2,2,0,9,1,55.12820512820513
Thanh Xuân,Căn hộ chung cư,300.0,11.0,5,4,0,18,2,36.666666666666664
Hai Bà Trưng,Nhà riêng,60.0,11.5,4,3,2,5,2,191.66666666666666
Hoàn Kiếm,Căn hộ chung cư,155.0,75.0,2,2,0,7,3,483.8709677419355
Cầu Giấy,Căn hộ chung cư,335.0,16.0,5,5,0,3,2,47.76119402985075
Cầu Giấy,Nhà riêng,61.0,8.5,11,11,2,3,1,139.34426229508196
Cầu Giấy,Nhà riêng,58.0,10.5,10,11,2,3,2,181.0344827586207
Cầu Giấy,Nhà riêng,55.0,12.5,15,15,2,3,2,227.27272727272728
Hai Bà Trưng,Nhà riêng,30.0,5.0,3,4,2,5,1,166.66666666666666
Hà Đông,Nhà riêng,34.0,4.4,3,4,2,9,1,129.41176470588235
Hai Bà Trưng,Nhà riêng,36.0,3.2,4,3,2,5,1,88.88888888888889
Tây Hồ,Nhà riêng,45.0,7.85,6,4,2,21,1,174.44444444444446
Hà Đông,Nhà riêng,35.0,5.75,4,3,2,9,1,164.28571428571428
Bắc Từ Liêm,Căn hộ chung cư,92.0,3.0,3,2,0,1,1,32.608695652173914
Cầu Giấy,Nhà riêng,50.0,10.0,6,4,2,3,2,200.0
Bắc Từ Liêm,Nhà riêng,34.0,5.9,4,5,2,1,1,173.52941176470588
Long Biên,Nhà riêng,60.0,7.65,6,3,2,10,1,127.5
Hoàn Kiếm,Nhà mặt phố,33.0,21.0,5,5,1,7,2,636.3636363636364
Đống Đa,Nhà riêng,40.0,7.0,3,4,2,24,1,175.0
Thanh Xuân,Nhà riêng,52.0,7.9,10,9,2,18,1,151.92307692307693
Nam Từ Liêm,Căn hộ chung cư,109.0,3.6,3,2,0,12,1,33.027522935779814
Thanh Xuân,Nhà riêng,39.0,9.8,4,5,2,18,1,251.28205128205127
Thạch Thất,Căn hộ chung cư,65.0,1.45,2,2,0,20,0,22.307692307692307
Tây Hồ,Nhà riêng,45.0,8.0,3,4,2,21,1,177.77777777777777
Thanh Xuân,Nhà riêng,45.0,7.2,4,3,2,18,1,160.0
Thanh Xuân,Nhà riêng,70.0,18.0,4,4,2,18,2,257.14285714285717
Thanh Xuân,Nhà riêng,59.0,13.8,11,11,2,18,2,233.89830508474577
Nam Từ Liêm,Nhà riêng,50.0,6.89,9,9,2,12,1,137.8
Nam Từ Liêm,Nhà riêng,85.0,15.6,24,24,2,12,2,183.52941176470588
Nam Từ Liêm,Nhà riêng,46.0,6.39,9,9,2,12,1,138.91304347826087
Thanh Trì,Nhà riêng,33.0,4.2,3,4,2,17,1,127.27272727272727
Hoài Đức,Nhà riêng,76.0,6.004,3,2,2,6,1,79.0
Đống Đa,Nhà mặt phố,106.0,40.0,5,5,1,24,2,377.35849056603774
Nam Từ Liêm,Nhà riêng,75.0,15.5,22,22,2,12,2,206.66666666666666
Cầu Giấy,Nhà mặt phố,50.0,20.2,5,6,1,3,2,404.0
Thanh Xuân,Nhà mặt phố,70.0,34.0,5,9,1,18,2,485.7142857142857
Thanh Xuân,Nhà mặt phố,71.0,35.0,6,9,1,18,2,492.9577464788732
Đống Đa,Nhà riêng,60.0,29.0,6,6,2,24,2,483.3333333333333
Cầu Giấy,Nhà mặt phố,141.0,53.0,6,6,1,3,3,375.88652482269504
Nam Từ Liêm,Nhà riêng,51.0,8.5,10,10,2,12,1,166.66666666666666
Đống Đa,Nhà riêng,50.0,20.0,6,6,2,24,2,400.0
Hà Đông,Nhà riêng,39.0,9.68,3,4,2,9,1,248.2051282051282
Hà Đông,Nhà riêng,38.0,7.25,1,1,2,9,1,190.78947368421052
Bắc Từ Liêm,Nhà riêng,52.0,4.1,2,2,2,1,1,78.84615384615384
Nam Từ Liêm,Nhà riêng,30.0,5.5,4,3,2,12,1,183.33333333333334
Bắc Từ Liêm,Nhà riêng,54.0,5.6,3,3,2,1,1,103.70370370370371
Nam Từ Liêm,Nhà riêng,45.0,7.5,6,4,2,12,1,166.66666666666666
Hà Đông,Nhà riêng,40.0,11.3,3,4,2,9,2,282.5
Hà Đông,Nhà riêng,30.0,2.25,4,3,2,9,1,75.0
Cầu Giấy,Nhà mặt phố,68.0,37.0,5,6,1,3,2,544.1176470588235
Thanh Trì,Nhà riêng,42.0,2.9,4,4,2,17,1,69.04761904761905
Thanh Xuân,Căn hộ chung cư,150.0,9.3,3,2,0,18,1,62.0
Hà Đông,Nhà mặt phố,60.0,33.0,4,5,1,9,2,550.0
Long Biên,Nhà riêng,54.0,8.5,5,4,2,10,1,157.40740740740742
Đống Đa,Nhà riêng,36.0,4.0,2,2,2,24,1,111.11111111111111
Cầu Giấy,Nhà mặt phố,106.0,63.5,4,4,1,3,3,599.0566037735849
Long Biên,Nhà riêng,42.0,6.38,3,4,2,10,1,151.9047619047619
Tây Hồ,Nhà riêng,50.0,11.9,4,4,2,21,2,238.0
Nam Từ Liêm,Nhà riêng,46.0,9.25,5,4,2,12,1,201.08695652173913
Bắc Từ Liêm,Căn hộ chung cư,104.0,8.112,3,2,0,1,1,78.0
Ba Đình,Nhà riêng,45.0,12.8,3,3,2,0,2,284.44444444444446
Đống Đa,Nhà riêng,48.0,12.8,7,7,2,24,2,266.6666666666667
Đống Đa,Nhà riêng,82.0,16.8,9,10,2,24,2,204.8780487804878
Cầu Giấy,Nhà riêng,50.0,12.3,4,4,2,3,2,246.0
Bắc Từ Liêm,Nhà riêng,50.0,6.5,6,4,2,1,1,130.0
Tây Hồ,Nhà riêng,51.0,8.3,4,4,2,21,1,162.7450980392157
Ba Đình,Nhà mặt phố,82.0,26.0,4,4,1,0,2,317.0731707317073
Bắc Từ Liêm,Nhà riêng,35.0,4.8,4,4,2,1,1,137.14285714285714
Đống Đa,Nhà riêng,170.0,36.0,4,4,2,24,2,211.76470588235293
Hà Đông,Nhà riêng,45.0,9.0,8,16,2,9,1,200.0
Hà Đông,Nhà mặt phố,53.0,12.5,4,5,1,9,2,235.8490566037736
Bắc Từ Liêm,Nhà riêng,60.0,11.5,10,11,2,1,2,191.66666666666666
Đống Đa,Nhà riêng,50.0,9.9,10,11,2,24,1,198.0
Cầu Giấy,Căn hộ chung cư,91.0,4.9,2,2,0,3,1,53.84615384615385
Ba Đình,Nhà mặt phố,47.0,29.5,4,4,1,0,2,627.6595744680851
Long Biên,Nhà riêng,44.0,5.6,5,5,2,10,1,127.27272727272727
Cầu Giấy,Nhà riêng,45.0,6.4,4,4,2,3,1,142.22222222222223
Đống Đa,Nhà riêng,55.0,11.0,12,12,2,24,2,200.0
Long Biên,Nhà riêng,32.0,3.35,3,4,2,10,1,104.6875
Hoàng Mai,Nhà riêng,48.0,9.0,3,3,2,8,1,187.5
Cầu Giấy,Căn hộ chung cư,90.0,4.4,2,2,0,3,1,48.888888888888886
Nam Từ Liêm,Nhà riêng,70.0,12.4,13,13,2,12,2,177.14285714285714
Đống Đa,Nhà riêng,41.0,10.6,7,7,2,24,2,258.5365853658537
Đống Đa,Nhà mặt phố,46.0,28.5,4,4,1,24,2,619.5652173913044
Long Biên,Nhà mặt phố,50.0,7.7,1,1,1,10,1,154.0
Hà Đông,Nhà riêng,35.0,2.5,4,3,2,9,1,71.42857142857143
Hoài Đức,Nhà riêng,40.0,4.0,5,4,2,6,1,100.0
Hoài Đức,Nhà riêng,36.0,3.9,3,4,2,6,1,108.33333333333333
Hà Đông,Nhà riêng,50.0,8.5,7,7,2,9,1,170.0
Long Biên,Nhà riêng,40.0,9.45,4,3,2,10,1,236.25
Hà Đông,Căn hộ chung cư,90.0,3.5,3,2,0,9,1,38.888888888888886
Cầu Giấy,Nhà mặt phố,200.0,52.0,6,5,1,3,3,260.0
Đống Đa,Nhà mặt phố,420.0,315.0,10,10,1,24,3,750.0
Thanh Xuân,Nhà riêng,92.0,36.9,6,6,2,18,2,401.0869565217391
Hai Bà Trưng,Nhà riêng,105.0,36.9,8,8,2,5,2,351.42857142857144
Hoài Đức,Nhà riêng,38.0,3.85,8,5,2,6,1,101.3157894736842
Thanh Xuân,Nhà riêng,102.0,22.0,3,3,2,18,2,215.68627450980392
Cầu Giấy,Nhà riêng,50.0,14.2,6,4,2,3,2,284.0
Ba Đình,Nhà riêng,80.0,22.0,5,5,2,0,2,275.0
Cầu Giấy,Nhà mặt phố,650.0,165.0,20,15,1,3,3,253.84615384615384
Hai Bà Trưng,Nhà mặt phố,140.0,85.0,8,8,1,5,3,607.1428571428571
Thanh Xuân,Nhà mặt phố,74.0,32.0,4,2,1,18,2,432.43243243243245
Hoàn Kiếm,Nhà mặt phố,102.0,48.0,5,5,1,7,2,470.5882352941176
Đông Anh,Nhà mặt phố,60.0,5.4,2,2,1,23,1,90.0
Cầu Giấy,Nhà riêng,47.0,15.3,4,4,2,3,2,325.531914893617
Ba Đình,Nhà riêng,120.0,23.9,16,17,2,0,2,199.16666666666666
Cầu Giấy,Nhà mặt phố,65.0,16.9,10,6,1,3,2,260.0
Hoàn Kiếm,Nhà mặt phố,330.0,500.0,91,91,1,7,3,1515.1515151515152
Bắc Từ Liêm,Nhà riêng,45.0,5.0,2,4,2,1,1,111.11111111111111
Hai Bà Trưng,Nhà riêng,65.0,11.9,17,18,2,5,2,183.07692307692307
Hoài Đức,Căn hộ chung cư,69.0,2.622,2,2,0,6,1,38.0
Hoài Đức,Căn hộ chung cư,97.0,3.589,3,2,0,6,1,37.0
Thanh Trì,Nhà riêng,65.0,9.1,19,21,2,17,1,140.0
Hoài Đức,Căn hộ chung cư,70.0,2.6,2,2,0,6,1,37.142857142857146
Thanh Xuân,Nhà riêng,54.0,14.5,4,3,2,18,2,268.51851851851853
Hoài Đức,Căn hộ chung cư,70.0,2.66,2,2,0,6,1,38.0
Thanh Xuân,Nhà mặt phố,181.0,65.0,6,8,1,18,3,359.1160220994475
Hà Đông,Nhà mặt phố,81.0,23.0,4,4,1,9,2,283.95061728395063
Nam Từ Liêm,Nhà mặt phố,129.0,25.5,4,5,1,12,2,197.67441860465115
Thanh Trì,Nhà riêng,33.0,6.55,4,3,2,17,1,198.4848484848485
Hoài Đức,Căn hộ chung cư,66.0,2.7,2,2,0,6,1,40.90909090909091
Thanh Trì,Nhà riêng,65.0,12.0,22,23,2,17,2,184.6153846153846
Nam Từ Liêm,Nhà riêng,30.0,4.7,3,4,2,12,1,156.66666666666666
Thanh Xuân,Nhà riêng,45.0,8.5,4,3,2,18,1,188.88888888888889
Long Biên,Nhà riêng,30.0,1.75,2,2,2,10,0,58.333333333333336
Long Biên,Nhà riêng,80.0,24.0,8,7,2,10,2,300.0
Cầu Giấy,Nhà mặt phố,166.0,70.0,5,5,1,3,3,421.68674698795184
Long Biên,Nhà riêng,40.0,3.8,4,4,2,10,1,95.0
Tây Hồ,Nhà mặt phố,190.0,46.0,6,4,1,21,2,242.10526315789474
Bắc Từ Liêm,Nhà riêng,35.0,4.6,4,3,2,1,1,131.42857142857142
Nam Từ Liêm,Nhà riêng,60.0,10.2,10,10,2,12,2,170.0
Cầu Giấy,Nhà riêng,77.0,22.0,7,7,2,3,2,285.7142857142857
Cầu Giấy,Nhà riêng,44.0,13.9,6,5,2,3,2,315.90909090909093
Tây Hồ,Nhà mặt phố,81.0,15.0,6,6,1,21,2,185.1851851851852
Cầu Giấy,Nhà riêng,50.0,12.0,3,3,2,3,2,240.0
Cầu Giấy,Căn hộ chung cư,88.0,5.55,2,2,0,3,1,63.06818181818182
Hà Đông,Nhà riêng,36.0,3.0,3,3,2,9,1,83.33333333333333
Hai Bà Trưng,Nhà riêng,45.0,8.99,5,5,2,5,1,199.77777777777777
Đông Anh,Căn hộ chung cư,98.0,3.8,3,2,0,23,1,38.775510204081634
Hà Đông,Căn hộ chung cư,67.0,1.85,2,2,0,9,0,27.611940298507463
Hai Bà Trưng,Nhà mặt phố,100.0,81.0,7,7,1,5,3,810.0
Tây Hồ,Nhà mặt phố,90.0,67.0,7,7,1,21,3,744.4444444444445
Tây Hồ,Nhà mặt phố,76.0,63.0,5,7,1,21,3,828.9473684210526
Cầu Giấy,Nhà mặt phố,191.0,115.0,9,9,1,3,3,602.0942408376964
Hoàn Kiếm,Nhà mặt phố,329.0,191.0,12,8,1,7,3,580.5471124620061
Cầu Giấy,Nhà mặt phố,99.0,68.0,9,10,1,3,3,686.8686868686868
Cầu Giấy,Nhà riêng,171.0,26.0,3,2,2,3,2,152.046783625731
Hà Đông,Nhà riêng,35.0,3.9,5,5,2,9,1,111.42857142857143
Cầu Giấy,Nhà riêng,55.0,19.5,6,5,2,3,2,354.54545454545456
Cầu Giấy,Nhà riêng,175.0,25.0,3,2,2,3,2,142.85714285714286
Cầu Giấy,Nhà riêng,52.0,13.0,6,6,2,3,2,250.0
Đống Đa,Nhà riêng,40.0,5.75,3,3,2,24,1,143.75
Cầu Giấy,Nhà riêng,80.0,17.95,5,5,2,3,2,224.375
Đống Đa,Nhà riêng,33.0,6.15,3,4,2,24,1,186.36363636363637
Hoài Đức,Nhà riêng,78.0,3.6,4,1,2,6,1,46.15384615384615
Hai Bà Trưng,Nhà riêng,66.0,7.99,14,15,2,5,1,121.06060606060606
Cầu Giấy,Nhà riêng,48.0,14.0,4,4,2,3,2,291.6666666666667
Đống Đa,Nhà riêng,45.0,6.95,3,3,2,24,1,154.44444444444446
Đống Đa,Nhà riêng,52.0,7.85,4,3,2,24,1,150.96153846153845
Thanh Trì,Nhà riêng,33.0,4.55,3,4,2,17,1,137.87878787878788
Thanh Xuân,Căn hộ chung cư,74.0,4.3,2,1,0,18,1,58.108108108108105
Đống Đa,Nhà riêng,31.0,4.72,3,2,2,24,1,152.25806451612902
Nam Từ Liêm,Căn hộ chung cư,128.0,6.35,3,2,0,12,1,49.609375
Hoàng Mai,Căn hộ chung cư,63.0,2.79,2,2,0,8,1,44.285714285714285
Thanh Xuân,Nhà riêng,80.0,12.0,30,30,2,18,2,150.0
Tây Hồ,Nhà mặt phố,31.0,18.0,5,6,1,21,2,580.6451612903226
Tây Hồ,Nhà riêng,100.0,18.0,3,4,2,21,2,180.0
Hai Bà Trưng,Nhà riêng,50.0,6.7,6,4,2,5,1,134.0
Đống Đa,Nhà riêng,75.0,6.18,4,3,2,24,1,82.4
Tây Hồ,Nhà riêng,56.0,7.2,4,5,2,21,1,128.57142857142858
Ba Đình,Nhà riêng,30.0,4.2,5,5,2,0,1,140.0
Nam Từ Liêm,Căn hộ chung cư,100.0,4.48,3,2,0,12,1,44.8
Hà Đông,Nhà riêng,45.0,8.0,4,4,2,9,1,177.77777777777777
Hai Bà Trưng,Nhà riêng,52.0,14.7,4,4,2,5,2,282.6923076923077
Hoàng Mai,Nhà mặt phố,52.0,8.4,4,4,1,8,1,161.53846153846155
Hai Bà Trưng,Nhà riêng,48.0,6.4,3,4,2,5,1,133.33333333333334
Long Biên,Nhà riêng,32.0,4.3,3,4,2,10,1,134.375
Hà Đông,Căn hộ chung cư,80.0,3.2,2,1,0,9,1,40.0
Hà Đông,Căn hộ chung cư,99.0,3.5,2,2,0,9,1,35.35353535353536
Hai Bà Trưng,Căn hộ chung cư,117.0,12.9,3,2,0,5,2,110.25641025641026
Cầu Giấy,Nhà riêng,40.0,15.0,6,5,2,3,2,375.0
Cầu Giấy,Nhà riêng,88.0,22.0,6,6,2,3,2,250.0
Cầu Giấy,Nhà mặt phố,88.0,22.8,10,10,1,3,2,259.09090909090907
Đống Đa,Nhà riêng,65.0,12.5,3,3,2,24,2,192.30769230769232
Bắc Từ Liêm,Nhà riêng,60.0,3.85,3,2,2,1,1,64.16666666666667
Hai Bà Trưng,Nhà riêng,50.0,5.88,6,4,2,5,1,117.6
Đống Đa,Nhà mặt phố,90.0,55.0,4,4,1,24,3,611.1111111111111
Thanh Trì,Căn hộ chung cư,47.0,1.42,2,1,0,17,0,30.21276595744681
Cầu Giấy,Nhà riêng,325.0,57.0,74,50,2,3,3,175.3846153846154
Đống Đa,Nhà riêng,35.0,5.4,4,3,2,24,1,154.28571428571428
Nam Từ Liêm,Nhà riêng,40.0,5.0,4,5,2,12,1,125.0
Nam Từ Liêm,Nhà riêng,88.0,19.2,6,6,2,12,2,218.1818181818182
Hà Đông,Nhà riêng,50.0,3.49,3,3,2,9,1,69.8
Đống Đa,Nhà riêng,56.0,12.6,5,4,2,24,2,225.0
Thanh Xuân,Căn hộ chung cư,77.0,4.2,2,1,0,18,1,54.54545454545455
Hà Đông,Nhà riêng,35.0,4.5,3,4,2,9,1,128.57142857142858
Nam Từ Liêm,Căn hộ chung cư,59.0,2.1,2,2,0,12,1,35.59322033898305
Đống Đa,Nhà riêng,46.0,5.4,2,3,2,24,1,117.3913043478261
Hà Đông,Nhà riêng,48.0,5.2,4,3,2,9,1,108.33333333333333
Tây Hồ,Nhà riêng,30.0,5.5,4,3,2,21,1,183.33333333333334
Thanh Xuân,Căn hộ chung cư,54.0,3.09,2,1,0,18,1,57.22222222222222
Đống Đa,Nhà riêng,57.0,8.5,6,4,2,24,1,149.12280701754386
Nam Từ Liêm,Căn hộ chung cư,82.0,4.26,3,2,0,12,1,51.951219512195124
Tây Hồ,Nhà riêng,28.0,5.4,3,3,2,21,1,192.85714285714286
Nam Từ Liêm,Căn hộ chung cư,43.0,2.51,1,1,0,12,1,58.372093023255815
Thanh Xuân,Căn hộ chung cư,83.0,4.1,2,2,0,18,1,49.397590361445786
Hà Đông,Căn hộ chung cư,75.0,2.75,2,2,0,9,1,36.666666666666664
Hoàng Mai,Nhà riêng,44.0,4.7,2,2,2,8,1,106.81818181818181
Nam Từ Liêm,Căn hộ chung cư,62.0,4.22,2,2,0,12,1,68.06451612903226
Nam Từ Liêm,Nhà riêng,47.0,6.6,6,4,2,12,1,140.4255319148936
Hà Đông,Nhà riêng,37.0,7.6,4,4,2,9,1,205.40540540540542
Nam Từ Liêm,Căn hộ chung cư,43.0,2.69,1,1,0,12,1,62.55813953488372
Hoàng Mai,Căn hộ chung cư,56.0,1.67,2,2,0,8,0,29.821428571428573
Hoàng Mai,Căn hộ chung cư,76.0,1.85,2,2,0,8,0,24.342105263157894
Nam Từ Liêm,Căn hộ chung cư,54.0,3.09,2,2,0,12,1,57.22222222222222
Tây Hồ,Nhà riêng,65.0,6.62,2,1,2,21,1,101.84615384615384
Tây Hồ,Căn hộ chung cư,92.0,6.5,3,2,0,21,1,70.65217391304348
Tây Hồ,Căn hộ chung cư,146.0,12.5,3,2,0,21,2,85.61643835616438
Hai Bà Trưng,Nhà riêng,38.0,12.0,3,4,2,5,2,315.7894736842105
Nam Từ Liêm,Căn hộ chung cư,47.0,3.03,1,1,0,12,1,64.46808510638297
Ba Đình,Nhà riêng,98.0,24.5,22,22,2,0,2,250.0
Hai Bà Trưng,Nhà riêng,100.0,22.5,4,3,2,5,2,225.0
Đống Đa,Nhà riêng,52.0,17.9,4,4,2,24,2,344.2307692307692
Hai Bà Trưng,Nhà mặt phố,70.0,22.5,3,3,1,5,2,321.42857142857144
Tây Hồ,Nhà riêng,48.0,10.5,4,4,2,21,2,218.75
Hà Đông,Nhà riêng,36.0,5.95,4,4,2,9,1,165.27777777777777
Tây Hồ,Nhà riêng,56.0,22.5,10,7,2,21,2,401.7857142857143
Hai Bà Trưng,Nhà riêng,34.0,4.65,4,3,2,5,1,136.76470588235293
Hai Bà Trưng,Nhà riêng,31.0,6.8,4,3,2,5,1,219.3548387096774
Long Biên,Nhà riêng,40.0,5.65,3,4,2,10,1,141.25
Nam Từ Liêm,Căn hộ chung cư,86.0,5.25,2,2,0,12,1,61.04651162790697
Cầu Giấy,Nhà mặt phố,95.0,41.5,8,10,1,3,2,436.8421052631579
Ba Đình,Nhà riêng,23.0,3.1,3,2,2,0,1,134.7826086956522
Hà Đông,Căn hộ chung cư,49.0,2.1,2,1,0,9,1,42.857142857142854
Nam Từ Liêm,Căn hộ chung cư,44.0,2.84,1,1,0,12,1,64.54545454545455
Nam Từ Liêm,Căn hộ chung cư,42.0,2.77,1,1,0,12,1,65.95238095238095
Ba Đình,Nhà riêng,50.0,18.0,6,6,2,0,2,360.0
Đống Đa,Nhà mặt phố,34.0,14.8,4,4,1,24,2,435.29411764705884
Thanh Xuân,Căn hộ chung cư,78.0,3.5,2,2,0,18,1,44.87179487179487
Thanh Xuân,Căn hộ chung cư,84.0,4.0,2,2,0,18,1,47.61904761904762
Thanh Xuân,Căn hộ chung cư,102.0,4.85,3,2,0,18,1,47.549019607843135
Thanh Trì,Căn hộ chung cư,140.0,4.2,4,3,0,17,1,30.0
Bắc Từ Liêm,Căn hộ chung cư,99.0,5.3,3,2,0,1,1,53.535353535353536
Hoàng Mai,Căn hộ chung cư,107.0,4.3,3,2,0,8,1,40.18691588785047
Nam Từ Liêm,Căn hộ chung cư,63.0,4.35,2,2,0,12,1,69.04761904761905
Đống Đa,Nhà mặt phố,72.0,28.0,8,6,1,24,2,388.8888888888889
Hoài Đức,Căn hộ chung cư,69.0,2.55,2,2,0,6,1,36.95652173913044
Bắc Từ Liêm,Căn hộ chung cư,99.0,5.3,3,2,0,1,1,53.535353535353536
Hai Bà Trưng,Nhà mặt phố,38.0,17.5,5,5,1,5,2,460.5263157894737
Hà Đông,Nhà riêng,57.0,9.45,4,5,2,9,1,165.78947368421052
Gia Lâm,Căn hộ chung cư,79.0,4.19,3,2,0,4,1,53.037974683544306
Hoàn Kiếm,Nhà mặt phố,80.0,75.0,9,9,1,7,3,937.5
Nam Từ Liêm,Căn hộ chung cư,47.0,3.23,1,1,0,12,1,68.72340425531915
Hoài Đức,Nhà riêng,38.0,3.3,4,4,2,6,1,86.84210526315789
Long Biên,Nhà riêng,30.0,4.1,3,4,2,10,1,136.66666666666666
Đống Đa,Nhà riêng,88.0,29.2,9,5,2,24,2,331.8181818181818
Bắc Từ Liêm,Căn hộ chung cư,147.0,7.35,4,2,0,1,1,50.0
Đống Đa,Nhà mặt phố,90.0,30.9,2,2,1,24,2,343.3333333333333
Bắc Từ Liêm,Căn hộ chung cư,92.0,3.0,3,2,0,1,1,32.608695652173914
Hai Bà Trưng,Nhà riêng,33.0,4.65,3,2,2,5,1,140.9090909090909
Thanh Xuân,Nhà mặt phố,105.0,49.0,6,8,1,18,2,466.6666666666667
Long Biên,Nhà riêng,70.0,11.0,4,5,2,10,2,157.14285714285714
Cầu Giấy,Nhà riêng,46.0,7.5,4,4,2,3,1,163.04347826086956
Đống Đa,Nhà riêng,60.0,9.7,4,3,2,24,1,161.66666666666666
Đống Đa,Nhà riêng,130.0,59.0,20,20,2,24,3,453.84615384615387
Đống Đa,Nhà riêng,120.0,33.5,8,8,2,24,2,279.1666666666667
Đống Đa,Nhà riêng,125.0,57.0,19,20,2,24,3,456.0
Thanh Xuân,Căn hộ chung cư,71.0,4.2,2,2,0,18,1,59.15492957746479
Ba Đình,Nhà riêng,130.0,29.0,5,5,2,0,2,223.07692307692307
Ba Đình,Nhà riêng,34.0,4.45,3,4,2,0,1,130.88235294117646
Cầu Giấy,Nhà riêng,85.0,14.5,20,20,2,3,2,170.58823529411765
Hà Đông,Nhà mặt phố,130.0,33.3,6,5,1,9,2,256.15384615384613
Cầu Giấy,Nhà riêng,65.0,17.0,14,15,2,3,2,261.53846153846155
Nam Từ Liêm,Nhà riêng,43.0,4.83,4,3,2,12,1,112.32558139534883
Nam Từ Liêm,Căn hộ chung cư,67.0,4.221,2,2,0,12,1,63.0
Thanh Trì,Nhà riêng,34.0,3.86,3,3,2,17,1,113.52941176470588
Gia Lâm,Căn hộ chung cư,33.0,1.3,1,1,0,4,0,39.39393939393939
Long Biên,Nhà riêng,52.0,6.18,4,4,2,10,1,118.84615384615384
Thanh Trì,Nhà riêng,36.0,4.2,3,3,2,17,1,116.66666666666667
Hoàng Mai,Nhà riêng,35.0,4.2,3,4,2,8,1,120.0
Nam Từ Liêm,Nhà mặt phố,65.0,12.6,5,5,1,12,2,193.84615384615384
Hà Đông,Nhà mặt phố,110.0,32.0,6,6,1,9,2,290.90909090909093
Hoài Đức,Nhà riêng,96.0,3.456,4,3,2,6,1,36.0
Long Biên,Nhà riêng,40.0,5.35,4,4,2,10,1,133.75
Long Biên,Nhà mặt phố,130.0,32.8,7,7,1,10,2,252.30769230769232
Hoàng Mai,Nhà riêng,45.0,4.24,6,5,2,8,1,94.22222222222223
Hai Bà Trưng,Căn hộ chung cư,80.0,4.0,2,2,0,5,1,50.0
Hà Đông,Căn hộ chung cư,78.0,3.35,3,2,0,9,1,42.94871794871795
Thường Tín,Nhà riêng,60.0,4.3,4,3,2,19,1,71.66666666666667
Nam Từ Liêm,Nhà riêng,65.0,12.9,18,18,2,12,2,198.46153846153845
Cầu Giấy,Nhà riêng,45.0,13.0,6,50,2,3,2,288.8888888888889
Nam Từ Liêm,Nhà riêng,95.0,14.2,18,18,2,12,2,149.47368421052633
Cầu Giấy,Nhà riêng,48.0,11.9,6,4,2,3,2,247.91666666666666
Long Biên,Nhà riêng,42.0,6.9,3,4,2,10,1,164.28571428571428
Hà Đông,Nhà riêng,50.0,8.4,5,5,2,9,1,168.0
Gia Lâm,Căn hộ chung cư,45.0,2.47,1,1,0,4,1,54.888888888888886
Nam Từ Liêm,Căn hộ chung cư,83.0,5.2,3,2,0,12,1,62.65060240963855
Hoàng Mai,Nhà riêng,50.0,6.2,4,3,2,8,1,124.0
Hà Đông,Nhà mặt phố,55.0,10.99,5,5,1,9,2,199.8181818181818
Ba Đình,Nhà riêng,75.0,21.0,7,5,2,0,2,280.0
Ba Đình,Nhà riêng,75.0,21.0,7,5,2,0,2,280.0
Long Biên,Căn hộ chung cư,101.0,5.1,3,2,0,10,1,50.495049504950494
Long Biên,Nhà riêng,40.0,5.4,3,4,2,10,1,135.0
Hoàng Mai,Nhà riêng,25.0,4.95,3,4,2,8,1,198.0
Bắc Từ Liêm,Căn hộ chung cư,125.0,4.8,3,2,0,1,1,38.4
Bắc Từ Liêm,Căn hộ chung cư,186.0,10.5,5,3,0,1,2,56.45161290322581
Gia Lâm,Căn hộ chung cư,66.0,3.13,2,2,0,4,1,47.42424242424242
Cầu Giấy,Nhà riêng,60.0,9.65,18,18,2,3,1,160.83333333333334
Cầu Giấy,Căn hộ chung cư,68.0,3.8,2,2,0,3,1,55.88235294117647
Hà Đông,Căn hộ chung cư,140.0,7.0,3,3,0,9,1,50.0
Bắc Từ Liêm,Căn hộ chung cư,130.0,6.1,3,2,0,1,1,46.92307692307692
Bắc Từ Liêm,Căn hộ chung cư,110.0,5.45,3,2,0,1,1,49.54545454545455
Hai Bà Trưng,Nhà riêng,20.0,2.5,2,2,2,5,1,125.0
Nam Từ Liêm,Căn hộ chung cư,67.0,4.25,2,2,0,12,1,63.43283582089552
Hoàng Mai,Nhà riêng,32.0,3.6,4,4,2,8,1,112.5
Bắc Từ Liêm,Căn hộ chung cư,83.0,3.95,2,2,0,1,1,47.59036144578313
Cầu Giấy,Nhà riêng,42.0,7.8,3,5,2,3,1,185.71428571428572
Cầu Giấy,Căn hộ chung cư,58.0,4.25,2,2,0,3,1,73.27586206896552
