Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Số tầng,Đường vào
89 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ Nội thất xịn sò.,Hà Nội,Long Biên,Căn hộ chung cư tại Khu đô thị Việt Hưng,"Dự án Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024,,,
140 m²,"4,05 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,,"Sàn gỗ, trần thạch cao giật cấp các phòng, tủ bếp, bếp, hút mùi, tủ quần áo, tủ giày, kệ tivi, 4 điều hòa, nóng lạnh, rèm, lưới an toàn...",Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị Văn Khê,"Dự án Văn Khê, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",07/05/2024,,,
95 m²,"4,2 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Căn hộ chung cư tại Eco Green City,"Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",03/05/2024,,,
60 m²,"6,5 tỷ",,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Đống Đa,Nhà riêng tại đường Trường Chinh,"Đường Trường Chinh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",06/05/2024,"4,5 m",4 tầng,
60 m²,"6,5 tỷ",,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Đống Đa,Nhà riêng tại đường Trường Chinh,"Đường Trường Chinh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",06/05/2024,"4,5 m",4 tầng,
75 m²,26 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trung Kính,"Phố Trần Kim Xuyến, Phường Trung Hòa, Cầu Giấy, Hà Nội",30/04/2024,6 m,,7 m
176 m²,30 triệu/m²,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Usilk City,"Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",03/05/2024,,,
45 m²,7 tỷ,Đông - Nam,Đông - Nam,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Thị Định,"Ngõ 37, Đường Nguyễn Thị Định, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,,4 tầng,
144 m²,"7,9 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Toà nhà 249A Thụy Khuê,"Dự án 249A Thụy Khuê, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",07/05/2024,,,
75 m²,"3,9 tỷ",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Seasons Avenue,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
135 m²,"6,65 tỷ",Đông - Nam,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",05/05/2024,,,
74 m²,"4,3 tỷ",,Nam,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Thanh Xuân Complex,"Thanh Xuân Complex, 35, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",07/05/2024,,,
"70,5 m²","2,6 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại SDU - 143 Trần Phú,"Dự án SDU 143 Trần Phú, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",04/05/2024,,,
"80,4 m²","2,88 tỷ",Đông - Bắc,Tây - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư Nam Xa La,"Dự án Nam Xa la, Phường Phúc La, Hà Đông, Hà Nội",07/05/2024,,,
48 m²,"6,7 tỷ",,,10 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà riêng tại phố Khâm Thiên,"Phố Khâm Thiên, Phường Láng Hạ, Đống Đa, Hà Nội",07/05/2024,9 m,5 tầng,
70 m²,11 tỷ,,,,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",07/05/2024,,,
132 m²,Thỏa thuận,,Đông - Nam,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Để lại Full nội thất xịn: Tivi 65, tủ lạnh sh by sh 520l, máy giặt, máy rửa bát Bosh,",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại C14 - Bộ Công An,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",27/04/2024,,,
120 m²,85 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",26/04/2024,9 m,8 tầng,
118 m²,Thỏa thuận,Tây - Nam,Đông - Bắc,3 phòng,2 phòng,,"Sàn gỗ, trần thạch cao giật cấp các phòng, tủ bếp, bếp, hút mùi, tủ quần áo, tủ giày, kệ tivi, 4 điều hòa, nóng lạnh, rèm, lưới an toàn...",Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị Văn Khê,"Dự án Văn Khê, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội.",07/05/2024,,,
72 m²,14 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Văn Trì,"Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",07/05/2024,7 m,7 tầng,
50 m²,12 tỷ,,,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lê Đức Thọ,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",07/05/2024,4 m,4 tầng,4 m
36 m²,"6,48 tỷ",,,4 phòng,4 phòng,Sổ đỏ,"Đầy đủ hệ thống cửa thông phòng và cầu thang sử dụng gỗ Lim, nội thất hãng An Cường, sàn gỗ chống trơn nhập khẩu,...",Hà Nội,Đống Đa,Nhà riêng tại phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024,4 m,5 tầng,3 m
124 m²,6 tỷ,Tây - Nam,Đông - Bắc,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Emerald,"Dự án The Emerald CT8 Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",06/05/2024,,,
112 m²,"6,3 tỷ",Đông - Nam,,3 phòng,2 phòng,,Nội thất đã hoàn thiện còn mới.,Hà Nội,Ba Đình,Căn hộ chung cư tại Artex Building 172 Ngọc Khánh,"Artex Building 172 Ngọc Khánh, 172, Phố Ngọc Khánh, Phường Giảng Võ, Ba Đình, Hà Nội",30/04/2024,,,
124 m²,6 tỷ,Tây - Nam,Đông - Bắc,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Emerald,"Dự án The Emerald CT8 Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",06/05/2024,,,
112 m²,"6,3 tỷ",Đông - Nam,,3 phòng,2 phòng,,Nội thất đã hoàn thiện còn mới.,Hà Nội,Ba Đình,Căn hộ chung cư tại Artex Building 172 Ngọc Khánh,"Artex Building 172 Ngọc Khánh, 172, Phố Ngọc Khánh, Phường Giảng Võ, Ba Đình, Hà Nội",30/04/2024,,,
94 m²,"13,8 tỷ",,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Đình Hoàn,"Đường Nguyễn Đình Hoàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",06/05/2024,5 m,5 tầng,20 m
118 m²,36 tỷ,,,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",04/05/2024,"5,4 m",6 tầng,8 m
"104,56 m²","6,9 tỷ",Đông - Bắc,Đông - Bắc,3 phòng,2 phòng,,Không nội thất,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,,,
160 m²,40 tỷ,,,,,Sổ đỏ,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Bạch Mai,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",07/05/2024,7 m,9 tầng,
50 m²,"8,5 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Ngõ 175, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",06/05/2024,4 m,5 tầng,
"161,36 m²",65 triệu/m²,,Đông - Nam,4 phòng,,,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,,,
41 m²,"5,2 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Xuân Đỉnh,"Đường Xuân Đỉnh, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",07/05/2024,,6 tầng,
180 m²,40 tỷ,,,,,Sổ đỏ,,Hà Nội,Ba Đình,Nhà mặt phố tại đường Trúc Bạch,"Đường Trúc Bạch, Phường Trúc Bạch, Ba Đình, Hà Nội",07/05/2024,11 m,2 tầng,
62 m²,"5,2 tỷ",Nam,Nam,2 phòng,,Hợp đồng mua bán,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,,,
38 m²,"4,5 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Xuân Đỉnh,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",07/05/2024,,5 tầng,
137 m²,Thỏa thuận,Đông - Nam,Đông - Bắc,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",06/05/2024,,,
126 m²,47 triệu/m²,Đông - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ,,Hà Nội,Đống Đa,Căn hộ chung cư tại Chung cư M3 - M4 Nguyễn Chí Thanh,"Dự án M3 - M4 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",01/05/2024,,,
43 m²,Thỏa thuận,,,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",01/05/2024,,,
122 m²,"6,3 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",07/05/2024,,,
60 m²,Thỏa thuận,,,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Thụy Khuê,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",06/05/2024,"4,1 m",5 tầng,
146 m²,8 tỷ,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Toà nhà 249A Thụy Khuê,"Dự án 249A Thụy Khuê, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",02/05/2024,,,
100 m²,64 tỷ,,,,,Sổ đỏ,,Hà Nội,Đống Đa,Nhà mặt phố tại phố Giảng Võ,"Phố Giảng Võ, Phường Cát Linh, Đống Đa, Hà Nội",07/05/2024,,9 tầng,
95 m²,Thỏa thuận,Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư Booyoung,"Dự án Booyoung, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội",05/05/2024,,,
40 m²,"7,4 tỷ",,,,,Sổ đỏ,,Hà Nội,Ba Đình,Nhà mặt phố tại đường Trần Huy Liệu,"Đường Trần Huy Liệu, Phường Giảng Võ, Ba Đình, Hà Nội",02/05/2024,6 m,,
104 m²,"8,75 tỷ",,,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"BRG Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024,,,
320 m²,33 tỷ,Tây - Nam,Đông - Nam,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",05/05/2024,15 m,3 tầng,10 m
35 m²,"4,5 tỷ",,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tân Mai,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,,5 tầng,3 m
151 m²,Thỏa thuận,Tây - Nam,Tây - Nam,4 phòng,3 phòng,Hợp đồng mua bán,Không nội thất,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",01/05/2024,,,
146 m²,"8,6 tỷ",,,4 phòng,,Sổ đỏ,,Hà Nội,Đống Đa,Căn hộ chung cư tại Tòa nhà 101 Láng Hạ,"Dự án 101 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",06/05/2024,,,
80 m²,"2,79 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",27/04/2024,,,
110 m²,"54,5 tỷ",,,,,Sổ đỏ,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Quan Hoa,"Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",01/05/2024,,8 tầng,
47 m²,"1,65 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",27/04/2024,,,
70 m²,"3,3 tỷ",,,2 phòng,,,,Hà Nội,Đống Đa,Căn hộ chung cư tại đường Nguyên Hồng,"Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",02/05/2024,,,
70 m²,"2,4 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024,,,
54 m²,"12,9 tỷ",,,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",07/05/2024,,7 tầng,
140 m²,"7,3 tỷ",,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại N01-T2 Ngoại Giao Đoàn,"Dự án N01-T2 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",02/05/2024,,,
63 m²,Thỏa thuận,,,2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"BRG Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",04/05/2024,,,
47 m²,54 triệu/m²,,,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Chung cư CT3 Nghĩa Đô,"Dự án Chung cư CT3 Nghĩa Đô, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",07/05/2024,,,
112 m²,"8,9 tỷ",Đông - Bắc,Nam,3 phòng,2 phòng,- Đã có sổ hồng lâu dài.,"Cơ bản - Đồ còn nguyên bản mới chưa sử dụng nhiều: Sàn gỗ hàn quốc, thiêt bị bếp, thiết bị vệ sinh, điều hoà Daikin, kính Low E 3 lớp, cửa ra vào chống cháy, khoá 4 chức năng...",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",07/05/2024,,,
59 m²,3 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,"Full nội thất. Nội thất: Căn hộ được trang bị đầy đủ nội thất hiện đại, sang trọng, bao gồm: Giường ngủ, tủ áo, bàn trang điểm, Sofa, kệ tivi, bàn trà, Bếp từ, tủ bếp, máy hút mùi, máy giặt, máy lạnh.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sakura - Vinhomes Smart City,"Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",06/05/2024,,,
110 m²,"6,3 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Ba Đình,Căn hộ chung cư tại Artex Building 172 Ngọc Khánh,"Dự án Artex Building 172 Ngọc Khánh, Phố Ngọc Khánh, Phường Giảng Võ, Ba Đình, Hà Nội",03/05/2024,,,
95 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại The Zen Residence,"Dự án The Zen Residence, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội",07/05/2024,,,
75 m²,5 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Watermark,"Watermark Tây Hồ, 395, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",02/05/2024,,,
95 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại The Zen Residence,"Dự án The Zen Residence, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội",07/05/2024,,,
75 m²,5 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Watermark,"Watermark Tây Hồ, 395, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",02/05/2024,,,
120 m²,6 tỷ,Đông - Nam,,2 phòng,2 phòng,,Đồ nội thất đầy đủ.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",05/05/2024,,,
38 m²,"8,6 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024,5 m,7 tầng,5 m
125 m²,40 tỷ,,,,,Sổ đỏ,,Hà Nội,Ba Đình,Nhà mặt phố tại đường Văn Cao,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",01/05/2024,,4 tầng,
110 m²,"3,95 tỷ",,,3 phòng,2 phòng,Sổ đỏ chính chủ.,,Hà Nội,Đống Đa,Căn hộ chung cư tại phường Láng Hạ,"Phường Láng Hạ, Đống Đa, Hà Nội",04/05/2024,,,
112 m²,Thỏa thuận,Đông - Bắc,Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",01/05/2024,,,
106 m²,"32,5 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Bạch Mai,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",06/05/2024,"4,2 m",2 tầng,
65 m²,"15,5 tỷ",,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024,5 m,7 tầng,5 m
60 m²,"22,8 tỷ",,,8 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,"4,5 m",7 tầng,9 m
148 m²,28 tỷ,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà mặt phố tại phố Đỗ Nhuận,"Phố Đỗ Nhuận, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",03/05/2024,"7,8 m",7 tầng,8 m
40 m²,"8,6 tỷ",,,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024,4 m,7 tầng,3 m
120 m²,74 triệu/m²,Đông - Bắc,Nam,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024,,,
86 m²,"5,5 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Chung cư CT36 Xuân La,"Dự án Chung cư CT36 Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",02/05/2024,,,
36 m²,"6,48 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Trung Liệt, Đống Đa, Hà Nội",06/05/2024,4 m,6 tầng,4 m
105 m²,26 tỷ,,,35 phòng,36 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Hạ Đình,"Ngõ 138, Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",07/05/2024,"5,5 m",8 tầng,4 m
113 m²,"7,5 tỷ",Đông - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
102 m²,"4,3 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes West Point,"Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",13/04/2024,,,
36 m²,"6,2 tỷ",,,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",07/05/2024,4 m,5 tầng,3 m
244 m²,19 tỷ,,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",02/05/2024,,,
113 m²,"7,5 tỷ",Đông - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Matrix One,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
102 m²,"4,3 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes West Point,"Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",13/04/2024,,,
